Date,S007,S015,S031,S034,S036,S038,S039,S042,S047,S051,S055,S058,S069,S075,S081,S088,S095,S097,S098,S100
1985-05-01,34.6,54.5,40.8,30.5,46.6,41.7,121.1,45.8,50.3,55.2,42.4,49.5,4.3,54.1,44.3,28.6,62.3,46.4,37.5,61.6
1985-06-01,16.9,48,33.8,48.5,85.2,8.2,45.1,39.7,43.9,48.2,36.8,48.2,33.7,62.7,39.9,41.4,38.1,39.4,34,55.7
1985-07-01,5.7,0,12.7,23.8,72.1,0,25.1,18.5,17.7,24.5,17,28.2,16.7,18.4,23.2,17.2,10.1,18.7,19.8,52.3
1985-08-01,19.7,24.1,14.3,25.8,23.1,21.1,27.1,19.7,18.6,73.4,18.1,31.3,1.3,20.9,4.6,19.1,12.9,23.1,20.3,36.2
1985-09-01,23.3,30.3,19.3,14.7,28.4,25.1,41.8,25.2,25.8,32,37.9,35,22.3,26.4,28.4,10.4,19.1,27.4,24.1,41.2
1985-10-01,31.9,48.4,35.4,50,42.1,37.5,46.7,41,44.5,113.8,37.8,50,35,45.6,22.4,42.5,40.2,41.1,10.3,56.4
1985-11-01,90.9,91.3,67.7,32.7,76.8,61.8,118.2,54.4,89.9,87.8,118.2,40.4,61.9,131.5,68.7,27.5,27.8,66,59.1,90.7
1985-12-01,30.8,46,31.5,45.9,40.6,35.6,42,37.6,101.8,98.8,35,45.9,1.9,39.6,9.1,39.2,33.4,36.6,18.4,53.9
1986-01-01,98.8,153.2,121.3,102.3,100.1,29,26.1,10.1,21.3,35.8,51.2,76.9,160.7,82.7,17.5,97.5,113.1,31.3,32.9,8.1
1986-02-01,75.1,157.4,240.2,59,166.5,49.2,36.5,7.5,141,76.1,22.3,140.9,82.2,96.2,82,281.6,64.1,28.3,132.1,78.1
1986-03-01,153.6,126.8,268.2,37.7,144.8,106.9,22.1,13.2,228.5,155.4,33.7,91.6,263.4,298.4,20.4,251.7,84.1,39.5,128.8,18.5
1986-04-01,72.8,150.6,139.6,70.9,103.2,52.1,29.3,67.4,63.2,14.5,67.8,55.6,134.9,69.1,9,98,65.4,31.2,41.2,30
1986-05-01,133.7,103.2,258,67.3,200.3,111.8,53.2,0,113.7,106.3,21.9,113.2,315.6,134,46.7,199.4,75.6,49.7,62.7,91.9
1986-06-01,74.7,61.7,159.6,73.9,156.1,39.3,21.1,7.1,40.3,31.4,12,106.1,147.2,84,38.4,109.9,76.7,22.7,82.6,20.2
1986-07-01,275,469.9,589.8,246.6,323.9,70.2,79.8,40.9,216.5,163.8,53,281.9,369.7,391.6,142,494.4,292.5,75.5,188.6,79.5
1986-08-01,47.2,74.9,108.8,27.1,63.6,53.5,29.1,4,145.7,59,12.8,60.8,73,128.2,42.9,97.7,139,56.6,74.9,77.3
1986-09-01,233.1,189,257.7,78.8,145.9,34.5,12.8,0,128,34.3,32.8,44.4,146.5,130.4,56.6,198.7,235.2,66.8,77.1,84.1
1986-10-01,171.9,134.5,45.9,76.1,186.6,26.3,14.3,8.2,104.9,98.9,19.4,37.4,124.5,139.4,77.6,95.1,54.6,36.9,70.9,5.6
1986-11-01,131,108.5,83,105.1,91,11.2,90.1,10.7,109.3,105.2,84.2,97.3,74.9,168.8,81,96.9,100.9,80.4,69.3,104.9
1986-12-01,100.1,105.5,113.1,174.9,210.9,95.5,114.4,8.8,148.2,139.1,22.2,122.4,97.5,212.6,105.7,274.9,133.4,36.7,91.5,137.8
1987-01-01,102.7,184.3,140.3,116.4,151.8,126.5,75.3,152.7,190.2,174.1,142.5,91.1,315.5,155.2,131.6,116.3,140.7,122.6,113.3,165.7
1987-02-01,150.5,164.2,123.4,152.1,152.9,40.3,120,135.2,168.8,154.5,126.3,138.5,110.1,112,117.8,143.9,140.3,109.1,101.8,149
1987-03-01,143.5,205.7,144.1,176.7,366.6,27,137.6,156.9,197.6,178.6,147,158,127,159.7,135.7,168.7,164.6,98.8,117.8,44.2
1987-04-01,35.9,55.9,39.7,55.3,48.5,42.2,49.3,46.2,52.4,32.6,42.9,45.6,66.4,48.9,40.9,48.3,43.6,43.5,38.7,62.1
1987-05-01,56.5,100.3,74.4,51.9,82.3,72,66.3,81,96.5,94.2,20.3,84.8,65.5,87.7,73.2,221.9,85.5,70.1,63.4,98.3
1987-06-01,41.2,66.9,47.8,65.2,57.1,49.4,56.2,54.5,63.4,74.1,50.9,61.5,45.2,57.5,16,58.5,52.9,49.5,70.6,70.9
1987-07-01,107.7,100.4,74.1,46.1,83.6,69.4,9.6,24.7,98.4,94.9,19.6,82.6,66.6,126.7,74.1,214.9,122.3,70.2,64.1,98
1987-08-01,62.6,108.7,83.6,106.1,90,77.4,89.1,91,88.7,81.5,84.6,97.1,163.1,98.8,22,98.1,98.7,79.9,69.8,105.5
1987-09-01,102.5,120.4,157.5,82.3,27.6,48,68.7,155.7,59.8,31,32.3,161.7,106.5,113.9,95.2,37,89.7,119.6,149.2,191.6
1987-10-01,85.2,93.2,202.4,156.8,84.6,206.6,95.1,273.7,139.2,40.3,66.4,316,156.1,210.8,133.8,50.7,90.2,118.2,183,295.2
1987-11-01,145,51.8,171.5,83.4,36,119.3,153.9,135.4,152.5,36.9,39.8,214.7,162.2,78,59.7,36,133.5,110,156.7,197.6
1987-12-01,31.9,27.9,58.7,66.1,23,46.6,26,52.3,21.6,13.4,44.8,70.4,31.3,50.8,45.5,16.4,19.7,88.7,86.4,99.7
1988-01-01,79.9,52.2,166.5,108.6,28.2,125,84.8,164.1,113.2,18.4,61.9,199.8,82.4,93.2,68,20,80.4,73.7,167.8,237.6
1988-02-01,110.8,32.9,151.4,115.6,17.2,137.4,79.5,226.5,100.7,41.2,59.2,219.6,81.2,194.5,43.7,30.5,28.7,83.7,228.6,201.7
1988-03-01,255.5,150.5,356.7,207.8,48.7,289.1,254.5,394.2,414.8,28.3,119.7,210,74.5,258.6,91.9,63.5,101.3,290.3,528.7,482.6
1988-04-01,55,87.6,80.4,44.7,73.3,83.4,66.2,111.4,58.8,22.1,33.3,105.4,49.5,76.4,29.5,67.7,31.9,56.1,138.8,87.5
1988-05-01,46.4,120.3,178.8,103.8,68,110.7,157.3,145.5,156.8,12.5,35.2,91.6,25.3,98.6,6.4,126.2,57.1,79.8,194.8,149.9
1988-06-01,29,31.6,70.2,92.3,12.9,73.9,54.6,118.1,75.3,76.2,15.4,74,43.4,85.5,59.9,31.5,96.3,102.1,51.3,215.4
1988-07-01,37.2,136.2,106.2,133.1,110.9,71,109.2,207,136.2,131,106,117.5,92.5,120.4,98.8,125.1,126.3,97.8,84.3,128.3
1988-08-01,26.4,24.8,79.7,221.3,39.3,79.5,87.2,85.5,99.9,99.6,98.7,90.8,70,130.5,75.9,83.6,96.3,84.2,64.6,100.9
1988-09-01,63.1,107.9,80.6,151.1,90.4,76.3,48.2,89.5,108.4,103.7,83.3,129.1,94.3,92,80.3,27.7,84.3,75.7,68.9,104.1
1988-10-01,34.4,119.2,91.9,117.4,94.6,117.7,97.2,98.3,116.9,113.8,92,101.9,79.7,125.2,86.5,110.3,110,86,74.2,114.3
1988-11-01,38.9,88.7,82.8,106.9,30.7,115.8,87.2,89.7,107,104,84.2,93.4,72.7,96.7,80,100.3,95.5,55.8,68.9,195.8
1988-12-01,90.4,161.6,127,155.6,132.5,112.4,127.9,136.3,165.6,34.3,126.5,270.6,138.1,147.5,67.8,146.3,152.5,116.2,99.6,148.7
1989-01-01,48.4,80.9,63.2,87.7,67.7,59.3,137,68.9,78.9,81.1,35.3,76.8,57.4,79.9,62.6,23,78.6,65.5,52.8,83.3
1989-02-01,81.6,147.7,108.7,137.5,121.3,102.5,107.6,118.4,147.4,44.7,111.7,119.5,95.1,122.4,66.3,131.6,123.4,96,181.2,135.5
1989-03-01,93.5,146,111.5,138,119.9,158.7,118,190.8,147.4,138.5,0,147.8,98.1,140,105.2,65.1,102.7,100.9,90.5,135.3
1989-04-01,49.2,83.1,58.9,78.7,70.1,59.9,64.8,66.5,81.1,13.9,62.6,71.9,39.1,68.5,38.3,72.5,64.6,57.3,128.1,83.5
1989-05-01,20.3,0,8.4,70.7,165.3,160.7,96.9,165,102.7,57.9,65.1,58.5,15.7,20.8,122.8,14.2,19.4,36.1,29.4,89.9
1989-06-01,20.5,0,29.9,156.9,177.5,185.5,43.7,262.2,88,117.5,126.9,45.1,86,36,101.8,3.2,0,90.1,66.1,96.3
1989-07-01,9,4.6,19.8,106.6,127.9,102.3,93.1,118.6,74.8,65.2,86.8,47.1,22.1,23.5,52.4,11,11.6,60.8,29.5,104.5
1989-08-01,11.6,9.9,30.9,107,153.3,127.1,38.9,66.4,113.5,87,73.7,39.3,25.7,49.3,86.2,24.8,15.2,43.9,49,95.7
1989-09-01,8.3,7.5,12,118.4,219.7,87.4,58.4,198.3,71,58.3,97.3,31.7,8.1,27.5,54.7,27.2,19.3,91.7,40.6,98.2
1989-10-01,2.6,0,22.8,63.5,122.4,62.9,47.5,85.2,28.5,41.5,42,27.1,12.8,4.2,67.6,7.4,6.4,32.9,31.2,58.9
1989-11-01,50.8,37.2,153.2,596.9,495.4,541.1,199.2,742.6,325.8,194.8,443.5,85.4,38.5,62.9,328.3,14.4,53.3,206.2,340.9,293.1
1989-12-01,28.2,43.5,17.7,52.6,38.9,37.5,26.4,40.6,34.6,52.5,34.7,26.8,15.8,13.4,29.5,12.5,4.7,28.1,44,51.8
1990-01-01,17.9,9.1,16.1,57.6,40.7,70.2,60,58.5,53,33.2,33.6,26.9,4.8,11,60.5,4.6,10.6,23.6,67.7,64
1990-02-01,3.7,0,17.7,49,61.8,59.9,20.1,52.4,28.3,34.1,11.8,35.7,3,6.3,30,0.1,8,9.2,25.6,54.8
1990-03-01,2.1,16.5,8.2,18.6,17,24.1,21.4,29.1,10.4,18.8,12.2,23.3,12.6,8.4,18.8,12,5,18,15.9,30
1990-04-01,19,0,90.2,177.8,184.5,99.3,92,257.7,120.1,114.3,98.2,103.3,80.7,32.1,87.9,31.3,101.8,57.7,75.6,114.1
1990-05-01,37.3,60.3,43.1,140.8,51.3,45.2,79.5,49.1,55.8,58.6,45.9,41.4,18.6,52.8,47.5,20.1,7.8,45.7,40.8,65.7
1990-06-01,7.7,29.9,18.2,30.7,23,57.2,29.5,23.8,24.1,30.4,22.2,32.5,20.6,8.5,27.4,24.4,15.9,25.2,23.5,40.8
1990-07-01,9.1,0,58.3,77.3,150.1,57.3,66,64.9,76,76.4,60.6,71.3,53.5,69.9,60.2,70.3,66.6,63.5,51.7,114.3
1990-08-01,24.1,32.9,20.8,33.5,30.2,26.9,32.3,26.6,27.8,51.3,24.7,31.8,4.4,27.5,38.9,26.9,20,27.8,25.4,43.2
1990-09-01,36.5,56.4,40.2,74.5,49.1,42.4,52.2,46.9,53.4,56.2,61.3,55.2,39.5,49.1,45.8,4.2,43.9,44,39.1,62.4
1990-10-01,56.2,96.6,71.8,93.1,80.5,69.1,77.3,79.3,94.8,75,74.1,84.8,64.9,84.2,83.8,86,82.1,68.9,62.3,95.1
1990-11-01,10.4,48.8,33.2,60.8,42.7,77.6,66.4,73.3,44.4,48,52.6,28.9,33.3,11.5,40.1,0,1.6,37.4,34.5,56.1
1990-12-01,52.9,90.2,66.3,86.9,75.5,64.9,72.2,73.7,127.3,80.4,69,79.3,24.3,77.7,100.5,80,75,64.1,42.5,89.8
1991-01-01,11.6,26.2,6.4,90.1,51.6,24,29.4,94.7,20.7,134.9,178.1,64.5,38.4,6,18.8,31.7,15.1,39.1,46.2,113.8
1991-02-01,17.7,21.5,21.2,42.2,42.5,21.4,35.9,45.3,11.2,108,53.8,91.8,38.9,16.6,40.6,19.1,18.5,45.7,26.8,86.2
1991-03-01,13.3,14.9,18.1,55.7,80.3,34,50.5,63.7,11.3,124.4,107.1,72.8,64.7,7.8,23.5,21.8,46.6,47,21.9,128
1991-04-01,12.5,27.8,17.1,38.4,87.1,21.3,29.2,38.9,16.6,98.4,39.4,56.8,58,46.9,14.1,17.4,18.5,60.5,28.7,76.4
1991-05-01,7.8,13.8,33.8,40.4,69.2,28,33.4,54.4,10.6,101.7,74.8,77,60.4,7.2,50.6,20.3,48.9,69,20.5,106.1
1991-06-01,12.6,72.3,57.6,54.9,136.6,23.7,35.8,78.5,42.6,154,205.5,133.4,159.9,16.7,33.8,54.8,25,109.6,68.8,102.2
1991-07-01,20.2,258.6,172.3,283.9,441.2,73.3,120.2,201.7,96.9,818.8,590.8,344.9,256.7,53.6,85.1,118,95.9,317.6,231.1,504.5
1991-08-01,24.2,34.3,1.3,39.1,32.2,11.2,6.6,29,0.7,120.5,45.2,18.8,22.3,1.6,16.2,14.3,1.7,27.3,22.7,44.5
1991-09-01,11.5,32.7,6,52.5,41.2,34.9,49.6,41.7,8.7,186,48.8,48.7,46.8,15.6,24.9,17.8,5.8,54.1,57.3,76.2
1991-10-01,32.5,41.3,74.2,99.9,94.3,41.5,36.4,63.1,102.1,99.2,163.6,55.4,27,3.6,76.7,23.8,42.4,62.2,64.6,248.6
1991-11-01,35.4,46.4,30.9,44.7,41.5,24.1,39.8,68,42.9,46.1,35.2,46.6,32.3,9.5,39,37.8,29.9,35.3,33.4,53.9
1991-12-01,7.1,18.2,52,86.2,75.9,32.2,58.8,74.1,69.2,69.9,211.1,66.1,49,3.2,55.8,29.6,56.2,43.3,47.9,75
1992-01-01,45.8,74.4,54,105.5,63.6,54.2,32,61.6,72.7,72.6,57.2,68.4,84.9,63.1,57.8,15.3,63.6,54.5,49.5,76.9
1992-02-01,8.1,16.8,7.9,18.1,30.4,11.6,20.7,26.5,11.2,18.9,12.3,23.6,12.8,3.2,19.1,11.5,3.9,17.6,16.2,30.1
1992-03-01,29.1,28.7,52.6,70.7,84.7,50.3,60.7,59.2,68.8,70,55.2,66,49,63.3,55.7,63.8,59.3,51.7,47.7,114.5
1992-04-01,49.4,82.3,62.4,81.3,69.2,59.9,70.3,69.2,80.6,101.2,64.1,111.1,71.4,75.2,5,73.5,72.8,62.8,53.8,83.9
1992-05-01,36.5,55.6,37.6,51.5,49,41.5,20.6,45.3,52.9,54.2,98.5,53.4,38.1,43.4,45.1,10.1,37.3,40.4,38.8,61.1
1992-06-01,33.5,51.5,37.6,52.6,44.6,39.5,48.4,43.3,47.7,113.9,40,51.9,36.7,47.7,11.8,45.3,42.5,42.6,24.6,58.9
1992-07-01,14.4,76.3,53.8,75.1,65.1,36.1,17.3,120.6,74.2,73,182,91.7,51.3,12.1,58.6,46,0,52.5,50.6,78
1992-08-01,32.1,48.5,34.6,49.1,42.4,37.4,45.3,40.5,20.9,81.1,37.4,49.2,59.1,43.9,4.1,42,38.2,39.9,37.8,56.2
1992-09-01,30.9,8.2,19.6,67.8,31.3,15.9,68.9,0,21,87.3,18.5,6.8,25.7,146.2,36.6,34,35.4,65.8,29.9,81.8
1992-10-01,65.4,31.6,88.1,87.3,35.9,5.5,58.3,24,47.1,78.1,42.9,16.7,45,116.4,48.4,46.7,55.3,97,70.8,91.8
1992-11-01,68.2,7,53.5,66.3,49.4,18,62.5,15,51.1,77.6,21,19.6,42.1,58.2,22.2,24,56.8,101,38.3,72.2
1992-12-01,29.7,12.1,32.8,47.7,19.6,15.3,53.3,20.8,30.8,48.7,21.3,3.2,11.8,33.3,29.5,17.6,15.2,53.1,13.3,52.3
1993-01-01,56.5,10.2,39.2,68.4,24.4,11.2,85.8,8.6,50.8,75.7,22,11.4,29.1,131.2,30.9,43.8,37,51.1,44.1,75.4
1993-02-01,36.1,33.3,44.8,80.4,25,22.5,58.7,15.3,52.3,84.8,17.1,6.7,19.8,103.7,53.7,25.2,39.6,43.9,50,76.1
1993-03-01,101.2,117.6,85.6,259.8,189.2,77.7,228.6,50.1,181.5,316.5,74,32.4,172.4,424.5,305,138.7,76.1,267.9,194.5,122.6
1993-04-01,32.5,55.2,68.5,61.7,47.6,16.8,57,17.3,51.4,58.5,37.6,14.1,29.7,94,68.2,38,70.7,45.8,41,61.5
1993-05-01,32.1,8.3,27.4,49.5,17.9,10,35.1,2.8,59.4,26.2,11.2,10.5,32,75.8,32.4,22.3,28.6,36.8,12.2,35.9
1993-06-01,40.5,26.6,18.6,25.4,20.5,15.2,36.7,2.2,21.6,27.9,7.6,6.9,35.8,127,25.6,16.6,23.4,60.6,21.9,62.9
1993-07-01,24.8,24.9,16.1,27.7,23.7,9,30.2,4,19.6,27.4,19.2,31,18.9,56.4,24.7,20.7,17.8,25.7,20.7,37.1
1993-08-01,20.5,7.9,25.6,89.7,18.6,8.4,38.7,6.5,31.2,38.1,19.8,39.9,26.5,47.7,32.2,44.1,29.4,67.3,27,46.5
1993-09-01,59.1,105.8,80.4,209.2,86.3,75.8,154.5,86.5,102.3,100.5,81.2,26.7,45.1,96.5,77.2,53,50.4,76.2,66.5,103.2
1993-10-01,25.9,35.1,25.2,38.4,32.9,8.4,39.6,3.7,30.1,37.3,27.3,39.3,26,98.8,31.5,31.2,31.2,34,26.4,45.7
1993-11-01,33,4.2,24.2,36.6,24.5,17.5,37.5,29.6,30.2,37,26.9,39.7,26,33.9,31.4,29.1,27.8,67.2,26.3,40.7
1993-12-01,24.9,34.6,22.2,35.3,31.5,28.1,33.7,28,29.5,55.8,26,2.3,39.8,29.2,28.9,28.7,21.9,28.9,26.3,44.7
1994-01-01,29.5,43.9,31.1,58.9,38.6,34.4,60.5,36.6,39.4,44.8,10.9,45.4,31.2,41,37.2,29.7,35.2,37.4,31.5,52.6
1994-02-01,47,78.5,57.9,76.8,66.1,57.2,65.6,64.7,75.8,97.5,60.4,71.4,53.4,69.4,39.4,69.7,66,58.1,56.3,80.5
1994-03-01,52.6,63.2,48.2,65.9,53.3,25.7,124.5,4.8,59.1,63.3,7,13.6,44.2,180.6,50,52.7,31.9,52.5,42.4,68.9
1994-04-01,64.1,112.8,85.2,109,93.1,80,89.6,92.9,65.5,117.5,86.8,97.4,75.7,99.7,84.4,101.8,99.1,79.9,88.8,108.5
1994-05-01,147.8,27.4,22,100,16.7,31.3,13.6,173.8,56.9,92.2,37.5,107.5,18.6,214.1,44.3,143,190.7,78.4,11.9,64.1
1994-06-01,49.2,51.4,8.8,50.8,18.2,10.5,0,91.2,81.7,8.3,35.8,70.2,31.4,95,35.8,55.2,52.1,13.5,7.1,25.3
1994-07-01,50.9,35.5,12.4,35.2,34.1,25.1,8.1,77.9,27.3,13,44.2,48.3,5.5,95.9,56.9,37.4,46.4,12.4,3.8,18.2
1994-08-01,39.3,29.5,2.8,64.7,0,11.9,9.5,24.2,40.3,14.4,15.5,76.7,6.9,36.3,37.3,42,102,14.9,0,69.4
1994-09-01,105.2,61.7,4.9,50.1,13.5,12.7,3.6,128.9,69.3,26.5,50.3,91.3,21.7,212.3,62.1,46.4,60.8,13.4,7.4,51.6
1994-10-01,124.9,35.4,9.9,98.3,11.9,32.5,9.6,69.1,53.8,19.1,59.4,36.1,9.7,202.9,65.7,67.2,73.3,26.6,5.7,43.6
1994-11-01,292.5,41.4,100.3,358.9,62.4,34,95.1,250.9,209.4,32.9,204.2,146.7,13.4,780.1,124.3,99.3,261.3,47.2,7.1,38.3
1994-12-01,20,29.8,8.1,20.7,24,27.1,15.7,74.9,28.6,20.9,6.8,20.7,1.7,117.9,33.4,43.7,34.5,30.6,0,40.8
1995-01-01,39.6,9.1,13,73.3,20.6,25.7,31.7,103.8,46.7,34.7,20,51.4,11.8,180.5,82.4,65.5,78.7,15.1,0,17.4
1995-02-01,92.2,34.6,37.2,42.5,12.7,11.2,0,82.1,56,58.1,34.8,67.2,6,170.3,47.4,52.8,73.9,42.6,39.9,100.1
